Lag,Window,Total Trades,Total Units,Win Rate (%),Total PnL,Average PnL,Max Drawdown,Risk-Reward,Avg Win,Avg Loss,Average MAE,Max MAE,Average MFE,Max MFE,Winning PnL,Losing PnL,Avg Trade Efficiency (%),Sharpe-like Ratio,Sortino Ratio,Expectancy,Normalized PnL,PnL per Unit,Efficiency Ratio
4,7,26925,34181,15.98514391829155,-2100.3199999999642,-0.07800631383472477,2106.5099999999647,3.0249971976771945,1.6753090148698966,-0.5538216749940518,-0.14586688331785572,-49.29000000000042,0.04453274528010195,69.59500000000025,7210.530000000035,-9310.849999999999,-8.724395567873621,-0.1391122504215884,-0.09680874302938444,-0.19749192609249433,-0.07800631383472477,-0.06144700272080876,-0.534777408417939
4,8,25812,32345,15.24484735781807,-2073.2799999999943,-0.08032233069889952,2078.2099999999937,3.155095699038253,1.74311817026684,-0.5524771152894612,-0.12366544630404205,-49.29000000000042,0.021724682318304295,69.59500000000025,6859.170000000015,-8932.450000000008,-8.260764595553576,-0.13492283062660826,-0.0993761785108466,-0.20251711805313527,-0.08032233069889952,-0.0640989333745554,-0.6495131267421315
5,1,33522,56982,21.066762126364775,-4135.359999999913,-0.12336256786587654,4135.249999999916,2.4798887101790776,2.1856726139903824,-0.8813591533438412,-0.21249082691963367,-57.08000000000038,0.08286983175228196,55.24000000000024,15435.220000000081,-19570.579999999994,-13.018804720164795,-0.18916092118642458,-0.1062490382614784,-0.23523486657949882,-0.12336256786587654,-0.0725730932575184,-0.5805547921959643
5,2,32714,46805,17.5062664302745,-3230.08999999989,-0.09873723787980346,3229.5599999998904,2.8579107960121943,1.9378260869565358,-0.6780568832520927,-0.2345961973467004,-57.08000000000038,0.13458183040899985,55.24000000000024,11097.93000000008,-14328.019999999971,-10.581055233176059,-0.15675448739254685,-0.10368992715808921,-0.22011344098319213,-0.09873723787980346,-0.06901164405511996,-0.42088166388257187
5,3,31460,41736,16.478067387158298,-2821.509999999934,-0.08968563254926681,2827.2099999999336,2.941059909720667,1.762002314814822,-0.5991045299659237,-0.22869528501801076,-22.72499999999991,0.14360859292223002,55.24000000000024,9134.220000000038,-11955.729999999972,-9.837964357674299,-0.15424508278845875,-0.10431902549097258,-0.21003975300014532,-0.08968563254926681,-0.06760374736438407,-0.39216214073763556
5,4,30423,39085,16.724188936002367,-1595.2499999999893,-0.052435657233014146,1601.1499999999887,3.1413384739158783,1.7251100628930882,-0.549164019483271,-0.20531149678422958,-51.17500000000018,0.11735424952612646,55.24000000000024,8777.360000000033,-10372.610000000022,-8.3108157639148,-0.0891803795367511,-0.06915088050025915,-0.16881012502411452,-0.052435657233014146,-0.04081489062300088,-0.25539562106510266
5,5,29641,38048,17.185655004891874,-1188.0299999999465,-0.040080631557637955,1199.2399999999443,3.1541940523542102,1.721670592854351,-0.5458353431265079,-0.19563712425356564,-51.17500000000018,0.10141965520731515,55.24000000000024,8770.190000000064,-9958.22000000001,-8.146435101818541,-0.0681738901209416,-0.05404859877896915,-0.1561495957533931,-0.040080631557637955,-0.03122450588729885,-0.20487232017216414
5,6,28379,35950,16.589731843969133,-1106.0799999999545,-0.03897529863631398,1116.1399999999526,3.286185279073605,1.7890887850467443,-0.5444272410443939,-0.17499894288029652,-51.17500000000018,0.08680837943549903,62.69500000000016,8423.030000000072,-9529.110000000026,-8.428464629993787,-0.06262794704974091,-0.05210962432537894,-0.15730318977982927,-0.03897529863631398,-0.03076717663421292,-0.22271733757257048
5,7,27185,33922,15.821224940224388,-1089.1499999999594,-0.040064373735514414,1098.5199999999584,3.453639490177429,1.8631620553359836,-0.5394778640431472,-0.16008751762613968,-51.17500000000018,0.06446388939979274,62.69500000000016,8013.4600000000655,-9102.610000000024,-8.460077309796926,-0.06053464111614678,-0.0537484583868636,-0.1593507978945491,-0.040064373735514414,-0.03210748187017155,-0.2502654443619941
5,8,26261,32336,15.02989223563459,-1140.259999999976,-0.04342028102509333,1149.4199999999755,3.602033993936122,1.9375931086901574,-0.5379163861174039,-0.14145186778873364,-51.17500000000018,0.04892816343627607,62.69500000000016,7647.680000000051,-8787.940000000028,-8.220870194122917,-0.06204329946315356,-0.057770082341287506,-0.1658499767649252,-0.04342028102509333,-0.0352628649183565,-0.3069615248201881
